uuid,stkcd,date,clpr,clpr_next,label
14317,603858,20250509,15.82,15.78,down
14318,603858,20250510,15.82,15.78,down
14319,603858,20250517,16.08,16.2,up
14320,603858,20250520,16.31,16.14,down
14321,603858,20250521,16.14,16.06,down
14322,603858,20250527,16.25,16.26,up
14323,603858,20250528,16.26,16.52,up
14324,603858,20250529,16.52,16.7,up
14325,603859,20250501,30.7,31.46,up
14326,603859,20250510,30.57,31.9,up
14327,603859,20250513,31.7,31.2,down
14328,603859,20250517,30.08,29.93,down
14329,603859,20250528,28.68,29.28,up
14330,603859,20250529,29.28,28.88,down
14331,603859,20250531,28.88,28.51,down
14332,603860,20250524,29.18,29.93,up
14333,603861,20250524,8.93,9.04,up
14334,603863,20250507,13.54,13.73,up
14335,603863,20250520,14.15,13.88,down
14336,603863,20250523,13.39,13.61,up
14337,603866,20250501,5.43,5.52,up
14338,603866,20250516,5.46,5.53,up
14339,603866,20250523,5.41,5.46,up
14340,603866,20250531,5.51,5.56,up
14341,603867,20250510,24.29,24.6,up
14342,603867,20250515,24.51,24.4,down
14343,603867,20250521,24.06,23.99,down
14344,603867,20250523,23.9,23.77,down
14345,603867,20250529,23.99,23.74,down
14346,603868,20250513,36.97,36.76,down
14347,603868,20250521,37.79,37.16,down
14348,603868,20250530,37.51,37.13,down
14349,603869,20250530,6.25,6.24,down
14350,603871,20250501,13.94,14.31,up
14351,603871,20250515,14.81,14.68,down
14352,603871,20250523,14.17,14.15,down
14353,603876,20250508,8.68,8.61,down
14354,603876,20250521,8.92,8.7,down
14355,603876,20250524,8.62,8.67,up
14356,603876,20250529,8.63,8.51,down
14357,603877,20250508,15.96,16.05,up
14358,603877,20250515,16.06,15.94,down
14359,603877,20250517,15.94,15.97,up
14360,603877,20250521,15.88,15.84,down
14361,603877,20250528,15.33,15.32,down
14362,603877,20250531,15.07,15.13,up
14363,603878,20250510,5.31,5.33,up
14364,603878,20250521,5.36,5.28,down
14365,603879,20250510,5.21,5.09,down
14366,603880,20250515,5.47,5.45,down
14367,603880,20250517,5.45,5.48,up
14368,603880,20250521,5.54,5.35,down
14369,603880,20250522,5.35,5.32,down
14370,603881,20250501,32.47,34.9,up
14371,603881,20250513,33.01,33.25,up
14372,603881,20250521,30.68,30.29,down
14373,603882,20250513,32.4,32.26,down
14374,603882,20250520,30.07,30.0,down
14375,603882,20250531,29.02,29.54,up
14376,603883,20250507,19.33,19.16,down
14377,603883,20250515,18.8,18.93,up
14378,603885,20250507,12.75,12.81,up
14379,603885,20250513,13.49,13.11,down
14380,603885,20250515,13.25,13.27,up
14381,603885,20250520,13.04,13.38,up
14382,603885,20250528,14.24,14.16,down
14383,603886,20250510,13.69,13.65,down
14384,603886,20250517,13.74,14.2,up
14385,603887,20250501,18.98,19.35,up
14386,603887,20250509,18.52,18.67,up
14387,603887,20250510,18.52,18.67,up
14388,603887,20250516,17.52,18.07,up
14389,603887,20250520,17.95,17.61,down
14390,603887,20250522,17.38,16.98,down
14391,603887,20250523,16.98,17.4,up
14392,603887,20250526,17.4,17.01,down
14393,603887,20250531,17.28,17.1,down
14394,603888,20250528,23.0,23.35,up
14395,603889,20250501,5.91,5.89,down
14396,603889,20250514,6.13,6.12,down
14397,603889,20250530,5.9,5.92,up
14398,603890,20250508,11.98,11.91,down
14399,603890,20250514,12.82,12.68,down
14400,603893,20250501,170.47,172.12,up
14401,603893,20250512,167.55,167.1,down
14402,603893,20250516,161.76,163.05,up
14403,603893,20250521,150.83,150.95,up
14404,603893,20250530,144.3,144.8,up
14405,603895,20250526,27.1,27.35,up
14406,603895,20250530,28.26,27.4,down
14407,603896,20250501,19.47,20.2,up
14408,603896,20250506,20.2,20.09,down
14409,603896,20250508,20.86,20.67,down
14410,603896,20250510,20.67,20.65,down
14411,603896,20250513,20.6,20.47,down
14412,603896,20250516,21.23,21.23,up
14413,603896,20250523,21.3,21.2,down
14414,603896,20250524,21.3,21.2,down
14415,603896,20250529,22.82,23.36,up
14416,603897,20250516,29.11,28.78,down
14417,603898,20250513,10.78,10.7,down
14418,603898,20250521,11.44,11.6,up
14419,603898,20250530,11.56,11.54,down
14420,603899,20250510,30.05,29.71,down
14421,603899,20250513,29.83,29.91,up
14422,603900,20250507,7.27,7.32,up
14423,603900,20250522,10.76,11.45,up
14424,603900,20250523,11.45,12.6,up
14425,603900,20250527,13.86,13.5,down
14426,603900,20250528,13.5,12.15,down
14427,603900,20250530,11.26,11.85,up
14428,603901,20250507,10.32,10.49,up
14429,603901,20250513,10.31,10.23,down
14430,603901,20250515,10.18,10.26,up
14431,603901,20250523,11.39,11.42,up
14432,603903,20250521,7.36,7.17,down
14433,603903,20250527,7.39,7.42,up
14434,603906,20250507,10.15,10.28,up
14435,603906,20250508,10.28,10.18,down
14436,603906,20250510,10.18,11.2,up
14437,603906,20250517,11.21,11.08,down
14438,603906,20250521,12.23,11.74,down
14439,603906,20250527,12.54,11.87,down
14440,603906,20250529,11.6,11.51,down
14441,603906,20250530,11.51,12.66,up
14442,603908,20250508,24.75,24.5,down
14443,603908,20250509,24.5,24.7,up
14444,603908,20250520,25.31,24.77,down
14445,603908,20250527,24.41,24.75,up
14446,603908,20250528,24.75,24.91,up
14447,603909,20250509,9.05,9.14,up
14448,603909,20250517,9.05,9.19,up
14449,603909,20250522,9.06,9.03,down
14450,603912,20250506,8.57,8.47,down
14451,603912,20250507,8.47,9.32,up
14452,603912,20250510,10.25,9.72,down
14453,603912,20250520,9.18,9.02,down
14454,603912,20250526,8.82,9.17,up
14455,603912,20250527,9.17,8.94,down
14456,603912,20250529,9.07,8.77,down
14457,603912,20250530,8.77,8.84,up
14458,603915,20250513,16.56,16.4,down
14459,603915,20250517,17.0,17.76,up
14460,603915,20250521,16.4,15.78,down
14461,603916,20250513,8.89,8.93,up
14462,603916,20250521,8.82,8.75,down
14463,603916,20250529,8.72,8.79,up
14464,603917,20250501,13.03,13.68,up
14465,603917,20250517,14.0,13.91,down
14466,603917,20250523,13.5,13.58,up
14467,603917,20250531,13.47,13.37,down
14468,603918,20250510,16.98,17.34,up
14469,603919,20250515,19.32,19.13,down
14470,603919,20250521,19.38,18.7,down
14471,603919,20250522,18.7,18.32,down
14472,603920,20250507,26.96,27.38,up
14473,603920,20250520,26.4,26.55,up
14474,603920,20250524,26.0,26.69,up
14475,603920,20250527,25.59,25.73,up
14476,603920,20250528,25.73,26.86,up
14477,603920,20250530,26.22,26.17,down
14478,603922,20250501,19.21,19.22,up
14479,603922,20250516,16.73,18.4,up
14480,603922,20250521,18.04,17.65,down
14481,603922,20250527,18.54,18.93,up
14482,603922,20250530,19.6,19.4,down
14483,603926,20250509,11.09,11.76,up
14484,603926,20250516,12.14,12.74,up
14485,603926,20250523,13.25,12.77,down
14486,603927,20250508,19.7,19.48,down
14487,603928,20250513,10.71,10.66,down
14488,603928,20250515,10.58,10.72,up
14489,603928,20250523,10.38,10.59,up
14490,603928,20250530,10.02,10.24,up
14491,603929,20250520,28.96,28.98,up
14492,603931,20250513,29.91,29.33,down
14493,603931,20250521,28.57,27.5,down
14494,603933,20250507,16.08,16.2,up
14495,603933,20250509,15.96,16.21,up
14496,603933,20250513,15.85,15.7,down
14497,603933,20250521,16.07,15.73,down
14498,603933,20250530,14.87,14.81,down
14499,603936,20250507,7.74,7.83,up
14500,603936,20250513,7.8,7.79,down
14501,603936,20250517,7.75,7.79,up
14502,603936,20250524,7.6,7.79,up
14503,603937,20250510,9.22,9.3,up
14504,603937,20250517,9.68,9.81,up
14505,603938,20250501,14.18,14.33,up
14506,603938,20250508,14.95,14.79,down
14507,603938,20250510,14.79,14.6,down
14508,603938,20250528,15.09,15.23,up
14509,603938,20250529,15.23,14.28,down
14510,603939,20250501,28.4,28.18,down
14511,603939,20250509,27.83,27.75,down
14512,603939,20250524,27.18,27.3,up
14513,603939,20250530,26.06,26.43,up
14514,603948,20250508,19.02,19.03,up
14515,603948,20250517,19.13,19.26,up
14516,603948,20250524,19.06,19.32,up
14517,603948,20250530,17.85,18.14,up
14518,603949,20250515,19.1,19.21,up
14519,603949,20250527,24.74,23.89,down
14520,603950,20250529,23.84,23.59,down
14521,603955,20250501,24.94,25.34,up
14522,603955,20250510,29.55,31.04,up
14523,603955,20250517,31.78,34.96,up
14524,603955,20250522,36.45,37.4,up
14525,603955,20250523,37.4,36.32,down
14526,603955,20250529,34.06,33.8,down
14527,603956,20250509,6.66,6.75,up
14528,603956,20250517,6.67,6.71,up
14529,603958,20250521,18.96,18.7,down
14530,603958,20250527,18.29,18.38,up
14531,603959,20250501,3.5,3.53,up
14532,603959,20250508,3.45,3.46,up
14533,603959,20250510,3.46,3.46,up
14534,603959,20250513,3.63,3.81,up
14535,603959,20250516,3.92,3.96,up
14536,603959,20250521,4.02,3.92,down
14537,603959,20250523,3.93,3.83,down
14538,603959,20250524,3.93,3.83,down
14539,603959,20250531,4.13,4.34,up
14540,603960,20250515,18.39,18.67,up
14541,603960,20250521,18.8,19.56,up
14542,603960,20250524,19.24,21.16,up
14543,603966,20250501,9.14,9.54,up
14544,603966,20250515,10.0,10.09,up
14545,603966,20250520,10.04,10.23,up
14546,603966,20250523,9.85,10.06,up
14547,603966,20250527,10.29,10.28,down
14548,603966,20250528,10.28,10.03,down
14549,603967,20250507,11.74,11.79,up
14550,603967,20250508,11.79,11.66,down
14551,603968,20250513,10.97,10.78,down
14552,603968,20250516,10.89,10.99,up
14553,603968,20250521,10.97,10.66,down
14554,603969,20250507,6.6,6.65,up
14555,603969,20250508,6.65,6.44,down
14556,603969,20250516,7.12,7.47,up
14557,603969,20250524,7.32,7.37,up
14558,603970,20250507,13.43,13.51,up
14559,603970,20250510,13.49,13.55,up
14560,603970,20250517,14.35,14.04,down
14561,603970,20250521,15.62,14.81,down
14562,603970,20250527,14.79,14.51,down
14563,603976,20250501,16.63,16.83,up
14564,603976,20250509,17.54,17.87,up
14565,603976,20250515,17.39,17.37,down
14566,603977,20250507,12.8,12.68,down
14567,603977,20250510,12.29,13.22,up
14568,603977,20250516,12.14,12.2,up
14569,603977,20250530,11.89,11.96,up
14570,603978,20250508,14.42,14.38,down
14571,603978,20250509,14.38,14.66,up
14572,603978,20250516,14.7,14.65,down
14573,603978,20250523,14.39,14.62,up
14574,603978,20250527,14.56,14.4,down
14575,603979,20250509,37.22,37.81,up
14576,603979,20250510,37.22,37.81,up
14577,603979,20250520,39.47,40.1,up
14578,603979,20250523,39.91,41.69,up
14579,603979,20250527,39.72,40.8,up
14580,603979,20250530,39.12,38.83,down
14581,603979,20250531,39.12,38.83,down
14582,603980,20250507,4.79,4.7,down
14583,603980,20250515,4.51,4.96,up
14584,603980,20250520,5.15,5.11,down
14585,603980,20250521,5.11,4.92,down
14586,603980,20250527,4.81,4.75,down
14587,603980,20250531,4.67,4.71,up
14588,603982,20250507,8.57,8.72,up
14589,603982,20250508,8.72,8.65,down
14590,603982,20250510,8.65,8.66,up
14591,603982,20250513,8.68,8.53,down
14592,603982,20250516,8.8,8.8,up
14593,603982,20250517,8.8,8.8,up
14594,603982,20250528,8.61,8.8,up
14595,603983,20250501,47.4,46.31,down
14596,603983,20250516,51.88,52.93,up
14597,603983,20250523,48.8,47.93,down
14598,603985,20250506,19.02,18.32,down
14599,603985,20250507,18.32,18.02,down
14600,603985,20250509,17.85,18.44,up
14601,603985,20250516,17.88,17.73,down
14602,603985,20250517,17.88,17.73,down
14603,603985,20250519,17.73,17.7,down
14604,603985,20250520,17.7,17.44,down
14605,603985,20250523,15.75,16.41,up
14606,603985,20250524,15.75,16.41,up
14607,603985,20250526,16.41,16.12,down
14608,603986,20250501,128.69,131.85,up
14609,603986,20250510,124.4,125.48,up
14610,603986,20250517,122.29,126.3,up
14611,603987,20250508,7.33,7.31,down
14612,603987,20250513,7.38,7.35,down
14613,603987,20250528,7.31,7.49,up
14614,603988,20250509,20.37,20.55,up
14615,603988,20250517,20.34,20.72,up
14616,603988,20250526,22.88,22.57,down
14617,603989,20250517,15.13,15.1,down
14618,603989,20250523,14.83,14.95,up
14619,603989,20250524,14.83,14.95,up
14620,603989,20250531,14.81,14.93,up
14621,603990,20250513,15.09,14.82,down
14622,603990,20250515,14.47,15.92,up
14623,603990,20250521,15.7,15.41,down
14624,603991,20250508,54.87,53.16,down
14625,603991,20250527,64.16,61.85,down
14626,603991,20250530,60.48,57.13,down
14627,603992,20250507,22.3,22.82,up
14628,603992,20250508,22.82,22.8,down
14629,603992,20250515,22.81,22.65,down
14630,603992,20250517,22.65,22.56,down
14631,603992,20250519,22.56,22.49,down
14632,603992,20250520,22.49,22.52,up
14633,603992,20250522,22.2,22.18,down
14634,603992,20250523,22.18,22.56,up
14635,603992,20250529,23.42,22.81,down
14636,603993,20250507,7.29,7.17,down
14637,603993,20250515,7.31,7.32,up
14638,603993,20250529,7.26,7.2,down
14639,603993,20250531,7.2,7.23,up
14640,603995,20250507,16.51,16.53,up
14641,603995,20250515,16.59,16.68,up
14642,603995,20250529,16.55,16.44,down
14643,603997,20250509,12.33,12.74,up
14644,603997,20250513,12.73,13.0,up
14645,603997,20250521,13.61,13.83,up
14646,603998,20250509,9.6,9.57,down
14647,603998,20250513,9.65,9.61,down
14648,603998,20250515,9.85,9.76,down
14649,603998,20250521,9.95,9.84,down
14650,605001,20250507,6.86,7.03,up
14651,605001,20250508,7.03,6.94,down
14652,605001,20250517,6.96,7.06,up
14653,605003,20250501,20.4,20.27,down
14654,605003,20250516,19.22,19.29,up
14655,605003,20250530,19.31,19.56,up
14656,605005,20250508,16.46,16.33,down
14657,605005,20250510,16.33,16.49,up
14658,605005,20250520,16.48,16.35,down
14659,605005,20250530,19.99,21.99,up
14660,605006,20250507,6.2,6.26,up
14661,605006,20250513,6.14,6.18,up
14662,605007,20250501,11.28,11.42,up
14663,605007,20250507,11.47,11.54,up
14664,605007,20250519,11.6,11.72,up
14665,605007,20250523,11.33,11.32,down
14666,605007,20250531,11.1,11.19,up
14667,605008,20250516,16.28,16.0,down
14668,605008,20250520,15.91,15.75,down
14669,605008,20250523,15.68,15.38,down
14670,605008,20250528,15.6,15.59,down
14671,605009,20250513,58.59,57.42,down
14672,605009,20250516,61.2,65.49,up
14673,605011,20250510,24.49,24.36,down
14674,605011,20250516,23.55,23.6,up
14675,605011,20250524,22.6,22.82,up
14676,605016,20250513,24.22,24.29,up
14677,605016,20250515,25.49,25.48,down
14678,605016,20250516,25.48,27.07,up
14679,605016,20250521,28.08,26.68,down
14680,605016,20250527,28.49,28.13,down
14681,605018,20250508,11.54,11.11,down
14682,605018,20250513,11.29,11.31,up
14683,605018,20250517,11.78,11.39,down
14684,605018,20250523,11.47,11.34,down
14685,605018,20250524,11.47,11.34,down
14686,605020,20250510,22.26,22.45,up
14687,605020,20250517,21.73,21.62,down
14688,605020,20250523,21.06,21.05,down
14689,605020,20250527,20.89,20.53,down
14690,605020,20250530,20.53,20.59,up
14691,605028,20250528,16.63,17.18,up
14692,605033,20250509,16.93,16.93,up
14693,605033,20250517,17.26,17.45,up
14694,605033,20250529,21.34,19.9,down
14695,605050,20250507,12.0,12.47,up
14696,605050,20250509,12.13,12.74,up
14697,605050,20250515,12.48,12.76,up
14698,605050,20250528,13.44,13.54,up
14699,605055,20250507,5.55,5.77,up
14700,605055,20250513,7.69,8.46,up
14701,605055,20250516,8.88,9.77,up
14702,605055,20250521,10.79,9.72,down
14703,605056,20250514,14.32,14.17,down
14704,605056,20250520,14.58,14.26,down
14705,605056,20250528,14.87,15.04,up
14706,605058,20250510,23.15,23.33,up
14707,605058,20250515,22.66,22.83,up
14708,605058,20250521,22.77,22.59,down
14709,605060,20250515,18.79,18.96,up
14710,605060,20250523,18.21,18.34,up
14711,605060,20250530,17.97,18.27,up
14712,605066,20250508,7.66,7.58,down
14713,605068,20250501,16.16,17.78,up
14714,605068,20250507,19.56,20.51,up
14715,605068,20250508,20.51,20.36,down
14716,605068,20250509,20.36,22.05,up
14717,605068,20250510,20.36,22.05,up
14718,605068,20250513,20.47,19.22,down
14719,605068,20250517,19.37,19.47,up
14720,605068,20250523,19.27,19.58,up
14721,605068,20250527,19.37,19.05,down
14722,605068,20250529,18.86,18.39,down
14723,605069,20250510,9.94,10.23,up
14724,605069,20250515,10.26,10.47,up
14725,605069,20250524,10.18,11.2,up
14726,605069,20250528,11.64,11.46,down
14727,605077,20250507,15.77,15.82,up
14728,605077,20250510,15.81,15.5,down
14729,605077,20250513,15.6,15.59,down
14730,605077,20250520,16.78,16.73,down
14731,605077,20250527,16.63,16.52,down
14732,605080,20250506,27.29,28.87,up
14733,605080,20250520,31.97,31.81,down
14734,605080,20250530,27.78,27.82,up
14735,605081,20250523,13.36,13.44,up
14736,605081,20250524,13.36,13.44,up
14737,605081,20250527,14.11,14.82,up
14738,605081,20250531,14.13,13.96,down
14739,605086,20250507,26.27,26.58,up
14740,605086,20250508,26.58,26.15,down
14741,605086,20250513,27.03,26.97,down
14742,605086,20250529,25.74,25.15,down
14743,605088,20250507,38.5,38.52,up
14744,605088,20250520,37.49,37.65,up
14745,605088,20250527,34.78,34.9,up
14746,605088,20250529,35.29,33.74,down
14747,605089,20250510,24.47,24.3,down
14748,605089,20250516,23.92,24.68,up
14749,605089,20250521,24.75,24.36,down
14750,605089,20250529,24.25,23.88,down
14751,605090,20250501,24.96,25.18,up
14752,605090,20250509,25.22,25.41,up
14753,605090,20250517,25.73,25.97,up
14754,605090,20250522,26.92,26.79,down
14755,605090,20250523,26.79,27.24,up
14756,605090,20250529,27.11,27.23,up
14757,605098,20250508,37.6,37.08,down
14758,605098,20250515,36.34,36.97,up
14759,605099,20250510,21.3,21.82,up
14760,605099,20250521,22.63,22.61,down
14761,605099,20250524,22.42,22.85,up
14762,605099,20250530,25.43,27.97,up
14763,605100,20250510,22.45,22.5,up
14764,605100,20250513,21.97,21.92,down
14765,605100,20250520,21.14,21.52,up
14766,605108,20250513,22.45,22.26,down
14767,605108,20250516,21.83,22.96,up
14768,605108,20250524,22.08,22.14,up
14769,605111,20250501,30.92,31.64,up
14770,605111,20250508,32.0,31.48,down
14771,605111,20250510,31.48,31.9,up
14772,605111,20250516,31.18,31.0,down
14773,605111,20250531,30.35,30.52,up
14774,605116,20250506,21.29,21.13,down
14775,605116,20250507,21.13,21.12,down
14776,605116,20250509,20.95,20.93,down
14777,605116,20250510,20.95,20.93,down
14778,605116,20250517,21.56,20.94,down
14779,605116,20250523,21.69,21.03,down
14780,605116,20250527,21.07,20.79,down
14781,605117,20250508,89.19,89.5,up
14782,605117,20250509,89.5,93.34,up
14783,605117,20250510,89.5,93.34,up
14784,605117,20250517,90.92,90.55,down
14785,605117,20250520,89.42,89.67,up
14786,605117,20250522,88.5,87.55,down
14787,605117,20250523,87.55,86.39,down
14788,605117,20250528,83.08,83.36,up
14789,605118,20250507,19.09,19.32,up
14790,605118,20250513,19.08,18.99,down
14791,605118,20250520,19.46,19.53,up
14792,605122,20250510,11.1,11.1,up
14793,605122,20250516,11.09,11.39,up
14794,605122,20250521,11.5,11.26,down
14795,605123,20250507,58.87,59.28,up
14796,605123,20250509,58.41,58.12,down
14797,605123,20250510,58.41,58.12,down
14798,605123,20250520,56.49,55.87,down
14799,605123,20250529,59.2,59.25,up
14800,605128,20250508,46.4,45.68,down
14801,605128,20250516,47.73,44.99,down
14802,605133,20250507,42.05,38.62,down
14803,605133,20250510,40.0,40.7,up
14804,605133,20250513,41.66,41.31,down
14805,605136,20250517,9.43,10.37,up
14806,605136,20250520,11.41,12.55,up
14807,605136,20250521,12.55,13.19,up
14808,605136,20250522,13.19,14.51,up
14809,605136,20250524,14.51,14.5,down
14810,605136,20250527,15.08,15.42,up
14811,605138,20250508,6.22,6.43,up
14812,605138,20250513,7.02,7.72,up
14813,605138,20250516,7.86,7.43,down
14814,605138,20250524,6.8,6.85,up
14815,605138,20250529,6.98,6.56,down
14816,605138,20250530,6.56,6.69,up
14817,605151,20250510,17.22,17.42,up
14818,605151,20250515,17.24,17.48,up
14819,605151,20250517,17.48,17.6,up
14820,605155,20250507,11.79,12.01,up
14821,605155,20250513,11.95,11.9,down
14822,605155,20250522,11.43,11.32,down
14823,605158,20250507,8.09,8.2,up
14824,605162,20250507,7.66,7.75,up
14825,605162,20250508,7.75,7.78,up
14826,605162,20250515,7.64,7.59,down
14827,605162,20250521,7.87,7.57,down
14828,605162,20250530,7.45,7.43,down
14829,605162,20250531,7.45,7.43,down
14830,605166,20250501,11.04,11.32,up
14831,605166,20250507,11.3,11.36,up
14832,605167,20250509,9.18,9.25,up
14833,605167,20250521,9.62,9.95,up
14834,605168,20250510,28.13,28.36,up
14835,605168,20250516,28.35,28.44,up
14836,605168,20250520,28.85,28.6,down
14837,605168,20250522,27.67,27.28,down
14838,605169,20250509,10.25,10.31,up
14839,605169,20250516,12.51,11.85,down
14840,605169,20250517,12.51,11.85,down
14841,605177,20250509,17.2,17.52,up
14842,605177,20250513,17.42,17.37,down
14843,605177,20250516,17.62,17.69,up
14844,605177,20250521,17.9,17.62,down
14845,605177,20250531,17.96,18.22,up
14846,605178,20250513,16.5,16.38,down
14847,605178,20250520,16.9,16.97,up
14848,605178,20250521,16.97,16.78,down
14849,605178,20250529,19.86,19.55,down
14850,605179,20250524,20.55,20.92,up
14851,605180,20250508,13.8,13.94,up
14852,605180,20250521,13.72,13.52,down
14853,605180,20250530,13.87,14.06,up
14854,605183,20250509,15.76,15.95,up
14855,605183,20250517,15.85,16.07,up
14856,605188,20250509,10.56,10.65,up
14857,605188,20250510,10.56,10.65,up
14858,605188,20250516,13.31,14.64,up
14859,605188,20250517,13.31,14.64,up
14860,605188,20250520,14.28,13.45,down
14861,605188,20250521,13.45,12.9,down
14862,605188,20250522,12.9,12.34,down
14863,605188,20250528,14.06,14.66,up
14864,605188,20250529,14.66,13.19,down
14865,605189,20250501,12.24,12.55,up
14866,605189,20250507,12.86,13.1,up
14867,605189,20250513,13.35,13.66,up
14868,605189,20250527,13.42,13.45,up
14869,605196,20250508,14.09,13.96,down
14870,605196,20250510,13.96,14.09,up
14871,605196,20250513,14.45,14.81,up
14872,605196,20250515,14.26,14.28,up
14873,605196,20250523,14.26,14.66,up
14874,605196,20250529,16.18,16.03,down
14875,605198,20250507,46.0,45.75,down
14876,605198,20250516,58.3,58.88,up
14877,605198,20250517,58.3,58.88,up
14878,605198,20250520,57.3,57.86,up
14879,605198,20250521,57.86,56.98,down
14880,605198,20250528,57.55,57.99,up
14881,605198,20250529,57.99,58.39,up
14882,605198,20250530,58.39,58.98,up
14883,605199,20250508,10.65,10.14,down
14884,605199,20250520,10.01,10.17,up
14885,605199,20250522,10.01,9.96,down
14886,605199,20250523,9.96,9.55,down
14887,605199,20250530,9.93,9.86,down
14888,605208,20250507,13.21,13.8,up
14889,605208,20250517,14.53,14.31,down
14890,605208,20250527,12.95,12.58,down
14891,605222,20250508,15.24,15.14,down
14892,605222,20250519,15.0,15.0,up
14893,605222,20250520,15.0,14.86,down
14894,605222,20250522,14.67,14.57,down
14895,605222,20250523,14.57,14.81,up
14896,605222,20250529,15.1,14.83,down
14897,605228,20250507,11.54,11.43,down
14898,605228,20250508,11.43,11.18,down
14899,605228,20250513,11.4,11.3,down
14900,605228,20250516,11.47,11.43,down
14901,605255,20250508,17.45,17.18,down
14902,605255,20250517,17.14,17.11,down
14903,605255,20250524,17.08,17.11,up
14904,605258,20250510,28.94,29.24,up
14905,605258,20250517,28.65,28.64,down
14906,605259,20250507,17.59,17.67,up
14907,605259,20250510,17.61,17.72,up
14908,605259,20250517,18.11,18.28,up
14909,605266,20250509,21.08,21.06,down
14910,605266,20250513,21.24,20.95,down
14911,605266,20250516,20.95,21.15,up
14912,605266,20250522,22.94,23.01,up
14913,605268,20250507,8.46,8.47,up
14914,605268,20250513,8.79,8.87,up
14915,605268,20250522,8.85,8.89,up
14916,605268,20250529,8.78,8.66,down
14917,605268,20250531,8.66,8.74,up
14918,605277,20250506,16.21,16.18,down
14919,605277,20250515,15.84,15.87,up
14920,605277,20250529,15.5,15.08,down
14921,605277,20250531,15.08,15.05,down
14922,605286,20250507,37.93,38.47,up
14923,605286,20250517,38.27,36.67,down
14924,605286,20250528,36.03,37.0,up
14925,605287,20250507,12.71,12.98,up
14926,605287,20250523,13.04,13.17,up
14927,605287,20250530,14.16,13.71,down
14928,605287,20250531,14.16,13.71,down
14929,605288,20250521,51.62,53.35,up
14930,605288,20250523,54.06,53.91,down
14931,605288,20250528,56.7,55.92,down
14932,605289,20250506,26.46,25.78,down
14933,605289,20250513,26.65,26.15,down
14934,605289,20250521,28.45,27.86,down
14935,605289,20250524,28.88,28.0,down
14936,605296,20250508,29.46,28.55,down
14937,605296,20250509,28.55,28.62,up
14938,605296,20250513,28.19,28.39,up
14939,605296,20250515,28.68,28.23,down
14940,605296,20250521,28.53,27.06,down
14941,605296,20250522,27.06,26.96,down
14942,605298,20250516,12.98,13.09,up
14943,605298,20250521,12.84,12.75,down
14944,605298,20250528,12.46,12.9,up
14945,605299,20250507,8.47,8.56,up
14946,605299,20250520,8.7,8.75,up
14947,605300,20250501,13.5,13.76,up
14948,605300,20250510,13.85,13.74,down
14949,605300,20250517,13.59,13.82,up
14950,605300,20250524,14.27,14.58,up
14951,605300,20250531,14.48,14.91,up
14952,605303,20250506,9.63,9.77,up
14953,605303,20250515,9.93,9.91,down
14954,605303,20250521,10.15,9.94,down
14955,605303,20250523,9.89,9.99,up
14956,605305,20250507,26.1,26.32,up
14957,605305,20250509,25.6,27.0,up
14958,605305,20250510,25.6,27.0,up
14959,605305,20250522,25.38,25.32,down
14960,605305,20250531,25.44,25.94,up
14961,605318,20250520,29.46,29.61,up
14962,605318,20250528,27.73,27.75,up
14963,605319,20250508,33.95,32.31,down
14964,605319,20250515,32.0,32.69,up
14965,605319,20250517,32.69,33.65,up
14966,605319,20250524,33.42,32.72,down
14967,605319,20250531,30.89,30.25,down
14968,605333,20250515,28.42,28.11,down
14969,605333,20250517,28.11,27.76,down
14970,605333,20250521,27.81,28.6,up
14971,605333,20250527,29.3,28.6,down
14972,605333,20250529,29.27,28.53,down
14973,605336,20250507,19.91,20.33,up
14974,605337,20250501,12.38,12.55,up
14975,605337,20250510,13.08,13.15,up
14976,605337,20250520,13.46,13.32,down
14977,605337,20250524,12.61,13.34,up
14978,605337,20250528,14.52,15.31,up
14979,605337,20250530,14.96,15.28,up
14980,605338,20250508,18.52,18.62,up
14981,605338,20250527,19.08,19.6,up
14982,605339,20250507,16.85,16.77,down
14983,605339,20250513,16.64,16.62,down
14984,605339,20250516,16.89,17.24,up
14985,605339,20250530,17.77,18.29,up
14986,605358,20250513,24.54,24.6,up
14987,605358,20250520,24.08,23.85,down
14988,605358,20250527,23.39,22.93,down
14989,605358,20250528,22.93,23.61,up
14990,605365,20250507,14.47,14.53,up
14991,605365,20250527,15.1,15.09,down
14992,605365,20250530,15.28,14.89,down
14993,605366,20250507,5.83,5.88,up
14994,605366,20250509,5.94,5.92,down
14995,605366,20250510,5.94,5.92,down
14996,605366,20250522,6.04,6.02,down
14997,605366,20250524,6.02,6.01,down
14998,605368,20250509,10.43,10.39,down
14999,605368,20250515,10.34,10.21,down
15000,605369,20250509,26.33,26.69,up
15001,605369,20250528,25.99,26.28,up
15002,605369,20250531,26.27,27.0,up
15003,605376,20250507,35.16,35.02,down
15004,605376,20250508,35.02,34.57,down
15005,605376,20250510,34.57,35.32,up
15006,605376,20250531,31.96,32.01,up
15007,605377,20250510,11.02,11.0,down
15008,605377,20250516,10.96,11.04,up
15009,605377,20250521,11.0,10.89,down
15010,605377,20250527,10.78,10.9,up
15011,605377,20250528,10.9,10.95,up
15012,605378,20250510,22.45,22.92,up
15013,605378,20250520,24.17,23.63,down
15014,605378,20250528,23.4,23.95,up
